timestamp,machine_id,operation_id,energy_kWh,voltage_V,current_A,power_factor,reactive_power_kVAR,frequency_Hz,machine_utilization_%,production_output_units,operator_count,material_usage_kg,ambient_temp_C,humidity_%,shift_type,production_mode,forecast_energy_kWh,energy_state,allocation_recommendation
2025-07-01 12:55:00,MCH_1,OP_03,8.43,401.31,21.0,0.928,4.88,49.99,83.36,98,4,37.44,22.9,67.85,Night,Production,9.11,Normal,Maintain
2025-07-01 13:00:00,MCH_1,OP_01,8.48,385.99,21.96,0.98,4.4,49.94,84.9,103,2,44.08,31.89,64.82,Day,Maintenance,9.16,Normal,Maintain
2025-07-01 13:05:00,MCH_1,OP_01,9.83,395.0,24.89,0.862,3.83,49.99,83.13,116,3,50.28,25.32,67.41,Day,Setup,10.11,Normal,Maintain
2025-07-01 13:10:00,MCH_1,OP_10,9.25,401.22,23.05,0.889,3.35,50.11,73.34,111,4,53.12,21.89,54.0,Night,Production,9.16,Normal,Maintain
2025-07-01 13:15:00,MCH_1,OP_01,8.75,395.92,22.1,0.881,3.15,50.0,61.71,81,3,52.02,29.59,44.88,Night,Maintenance,6.38,Normal,Maintain
2025-07-01 13:20:00,MCH_1,OP_09,8.33,404.14,20.61,0.976,3.73,49.96,79.51,108,3,43.44,26.61,62.68,Day,Maintenance,9.31,Normal,Maintain
2025-07-01 13:25:00,MCH_1,OP_05,8.93,398.02,22.44,0.89,2.84,49.92,64.5,104,2,33.48,32.65,60.83,Night,Maintenance,8.86,Normal,Maintain
2025-07-01 13:30:00,MCH_1,OP_02,8.69,403.75,21.52,0.876,3.78,50.02,79.64,106,2,52.43,29.18,66.29,Night,Production,9.4,Normal,Maintain
2025-07-01 13:35:00,MCH_1,OP_08,8.57,397.35,21.57,0.949,2.38,49.98,64.86,113,2,40.59,31.73,50.95,Night,Maintenance,6.78,Normal,Maintain
2025-07-01 13:40:00,MCH_1,OP_10,8.17,400.58,20.4,0.853,3.38,49.97,86.72,96,3,46.48,25.52,54.94,Night,Setup,7.72,Normal,Maintain
2025-07-01 13:45:00,MCH_1,OP_07,8.59,399.47,21.51,0.957,2.85,50.02,75.62,117,2,56.47,25.01,45.69,Day,Production,8.95,Normal,Maintain
2025-07-01 13:50:00,MCH_1,OP_02,9.22,399.32,23.1,0.905,3.97,50.01,85.39,109,2,51.41,26.65,67.34,Night,Idle,9.63,Normal,Maintain
2025-07-01 13:55:00,MCH_1,OP_01,9.1,402.35,22.62,0.879,4.95,49.98,60.64,121,2,59.88,33.55,53.65,Day,Setup,8.88,Normal,Maintain
2025-07-01 14:00:00,MCH_1,OP_03,8.35,401.53,20.78,0.894,3.39,50.05,60.78,101,4,58.93,24.35,56.54,Night,Idle,9.44,Normal,Maintain
2025-07-01 14:05:00,MCH_1,OP_03,7.43,399.54,18.59,0.883,4.34,50.02,77.96,106,3,47.91,33.34,54.11,Day,Setup,9.06,Normal,Maintain
2025-07-01 14:10:00,MCH_1,OP_09,8.53,407.48,20.94,0.86,4.74,49.83,66.3,92,3,56.55,28.18,46.56,Night,Maintenance,7.58,Normal,Maintain
2025-07-01 14:15:00,MCH_1,OP_09,7.98,396.57,20.12,0.859,4.31,50.09,61.85,98,2,54.5,24.58,62.7,Night,Idle,8.53,Normal,Maintain
2025-07-01 14:20:00,MCH_1,OP_02,9.04,398.12,22.71,0.922,4.46,50.14,75.01,80,4,41.25,30.48,59.23,Day,Setup,8.44,Normal,Maintain
2025-07-01 14:25:00,MCH_1,OP_05,8.08,393.4,20.54,0.86,4.71,49.95,60.77,96,3,32.93,20.68,59.36,Day,Setup,6.94,Normal,Maintain
2025-07-01 14:30:00,MCH_1,OP_07,7.93,407.94,19.43,0.969,3.96,49.9,86.45,99,3,33.37,21.87,53.56,Day,Production,7.85,Normal,Maintain
2025-07-01 14:35:00,MCH_1,OP_08,8.86,403.88,21.93,0.919,3.33,49.93,89.89,98,2,50.43,21.92,44.09,Day,Maintenance,8.63,Normal,Maintain
2025-07-01 14:40:00,MCH_1,OP_02,8.44,411.0,20.53,0.873,3.02,49.99,72.49,106,3,58.0,21.08,59.47,Day,Idle,8.12,Normal,Maintain
2025-07-01 14:45:00,MCH_1,OP_08,7.68,397.56,19.32,0.888,3.95,50.13,93.34,112,3,59.56,20.81,53.54,Day,Production,5.47,Normal,Maintain
2025-07-01 14:50:00,MCH_1,OP_08,8.73,404.27,21.6,0.971,4.28,49.95,62.01,99,4,46.31,29.57,52.33,Day,Production,8.85,Normal,Maintain
2025-07-01 14:55:00,MCH_1,OP_08,7.89,395.91,19.93,0.965,3.41,50.07,86.4,96,2,38.14,31.46,60.36,Night,Production,7.96,Normal,Maintain
2025-07-01 15:00:00,MCH_1,OP_10,7.5,409.1,18.34,0.854,4.99,49.82,86.41,102,3,38.3,23.44,60.82,Day,Setup,6.54,Normal,Maintain
2025-07-01 15:05:00,MCH_1,OP_10,8.39,402.48,20.86,0.883,3.5,50.07,62.63,92,4,34.74,20.86,58.64,Night,Idle,7.73,Normal,Maintain
2025-07-01 15:10:00,MCH_1,OP_10,9.3,396.86,23.42,0.885,4.69,49.86,77.52,96,2,51.58,26.23,53.45,Night,Idle,9.7,Normal,Maintain
2025-07-01 15:15:00,MCH_1,OP_07,8.11,391.85,20.69,0.978,3.57,49.9,76.41,105,2,34.36,23.15,50.88,Night,Setup,8.98,Normal,Maintain
2025-07-01 15:20:00,MCH_1,OP_07,8.22,398.0,20.66,0.955,4.63,49.81,79.22,95,2,51.13,29.94,69.44,Day,Setup,7.17,Normal,Maintain
2025-07-01 15:25:00,MCH_1,OP_02,7.72,388.96,19.84,0.902,4.89,50.02,86.0,94,4,43.55,20.08,57.33,Night,Setup,9.09,Normal,Maintain
2025-07-01 15:30:00,MCH_1,OP_10,7.53,399.31,18.87,0.907,2.21,49.95,84.67,99,2,30.53,34.02,44.68,Night,Production,8.59,Normal,Maintain
2025-07-01 15:35:00,MCH_1,OP_04,8.05,403.12,19.97,0.872,2.43,49.94,69.91,101,3,37.13,29.0,51.64,Night,Idle,8.97,Normal,Maintain
2025-07-01 15:40:00,MCH_1,OP_10,9.32,393.38,23.69,0.868,2.25,50.13,65.08,123,3,33.69,26.6,51.03,Night,Idle,9.71,Normal,Maintain
2025-07-01 15:45:00,MCH_1,OP_04,8.53,400.06,21.31,0.954,3.54,49.82,78.47,120,4,43.94,26.17,67.06,Day,Maintenance,8.8,Normal,Maintain
2025-07-01 15:50:00,MCH_1,OP_07,8.87,396.75,22.36,0.952,4.64,49.93,85.87,100,4,45.15,29.54,40.38,Day,Setup,8.1,Normal,Maintain
2025-07-01 15:55:00,MCH_1,OP_03,8.45,406.11,20.81,0.897,2.16,49.98,94.47,91,3,47.54,33.84,61.68,Day,Idle,9.68,Normal,Maintain
2025-07-01 16:00:00,MCH_1,OP_02,8.09,395.88,20.44,0.904,3.03,50.05,72.56,107,2,52.27,23.39,51.72,Day,Production,8.78,Normal,Maintain
2025-07-01 16:05:00,MCH_1,OP_02,8.61,401.36,21.45,0.909,4.36,50.0,80.83,96,3,50.61,21.47,52.63,Day,Maintenance,7.71,Normal,Maintain
2025-07-01 16:10:00,MCH_1,OP_02,8.82,396.82,22.23,0.908,4.9,49.85,62.89,108,2,57.15,22.13,58.87,Day,Idle,8.23,Normal,Maintain
2025-07-01 16:15:00,MCH_1,OP_02,9.2,396.72,23.2,0.98,2.62,50.19,64.15,102,2,56.56,25.54,59.16,Day,Setup,8.96,Normal,Maintain
2025-07-01 16:20:00,MCH_1,OP_09,7.68,393.13,19.55,0.956,3.48,50.12,81.04,120,4,57.85,20.62,41.45,Day,Maintenance,8.37,Normal,Maintain
2025-07-01 16:25:00,MCH_1,OP_06,7.85,399.99,19.62,0.949,4.06,50.03,87.1,86,3,35.51,31.95,67.79,Day,Production,9.3,Normal,Maintain
2025-07-01 16:30:00,MCH_1,OP_09,7.68,387.02,19.85,0.874,3.3,50.01,94.87,113,2,52.35,20.92,56.9,Night,Setup,7.61,Normal,Maintain
2025-07-01 16:35:00,MCH_1,OP_02,8.41,398.41,21.11,0.869,4.26,50.15,87.08,89,3,53.05,30.13,56.95,Day,Setup,10.88,Normal,Maintain
2025-07-01 16:40:00,MCH_1,OP_02,9.58,404.93,23.65,0.924,3.4,49.97,88.15,100,3,32.8,31.25,55.36,Night,Setup,9.04,Normal,Maintain
2025-07-01 16:45:00,MCH_1,OP_06,8.78,406.42,21.6,0.953,3.09,49.84,63.04,103,2,32.93,31.07,56.02,Day,Production,6.57,Normal,Maintain
2025-07-01 16:50:00,MCH_1,OP_10,8.32,398.27,20.9,0.951,4.75,50.02,88.88,100,2,52.38,32.75,57.2,Night,Idle,9.09,Normal,Maintain
2025-07-01 16:55:00,MCH_1,OP_02,9.06,401.2,22.58,0.971,4.38,49.91,85.47,99,2,46.55,25.41,55.98,Day,Setup,9.31,Normal,Maintain
2025-07-01 17:00:00,MCH_1,OP_03,8.64,398.45,21.69,0.954,3.22,50.12,91.0,109,2,45.07,30.83,55.86,Night,Production,8.98,Normal,Maintain
2025-07-01 17:05:00,MCH_1,OP_01,8.72,397.9,21.91,0.964,3.9,49.96,69.72,100,2,32.18,20.62,53.95,Day,Maintenance,8.62,Normal,Maintain
2025-07-01 17:10:00,MCH_1,OP_09,9.05,404.75,22.35,0.963,3.35,49.9,84.73,101,4,56.16,20.76,64.42,Night,Setup,9.08,Normal,Maintain
2025-07-01 17:15:00,MCH_1,OP_10,8.71,403.7,21.58,0.895,3.94,50.04,65.38,90,2,33.91,34.23,44.8,Night,Maintenance,7.61,Normal,Maintain
2025-07-01 17:20:00,MCH_1,OP_05,9.55,401.4,23.8,0.873,4.76,49.91,77.35,102,3,34.95,24.92,42.03,Night,Setup,9.96,Normal,Maintain
2025-07-01 17:25:00,MCH_1,OP_08,8.65,394.27,21.94,0.903,4.44,49.77,62.2,108,4,49.52,22.72,49.22,Day,Setup,7.95,Normal,Maintain
2025-07-01 17:30:00,MCH_1,OP_08,9.98,399.81,24.95,0.96,2.54,49.91,72.55,101,3,58.85,28.89,45.29,Night,Maintenance,10.08,Normal,Maintain
2025-07-01 17:35:00,MCH_1,OP_10,9.87,401.3,24.61,0.905,3.63,50.04,94.53,86,4,37.33,28.16,47.8,Night,Idle,10.01,Normal,Maintain
2025-07-01 17:40:00,MCH_1,OP_01,8.4,409.52,20.51,0.948,2.4,49.91,84.31,95,4,36.09,21.75,59.93,Day,Maintenance,8.62,Normal,Maintain
2025-07-01 17:45:00,MCH_1,OP_10,8.87,401.04,22.11,0.896,3.23,49.86,81.07,103,3,59.01,30.48,60.72,Night,Setup,7.62,Normal,Maintain
2025-07-01 17:50:00,MCH_1,OP_04,8.72,397.49,21.95,0.931,2.44,50.04,68.63,118,3,48.49,33.45,42.44,Day,Maintenance,8.71,Normal,Maintain
2025-07-01 17:55:00,MCH_1,OP_09,9.82,393.49,24.96,0.871,4.33,49.89,61.77,110,3,49.37,29.52,57.87,Night,Setup,11.04,Normal,Maintain
2025-07-01 18:00:00,MCH_1,OP_07,10.28,404.74,25.39,0.884,3.05,50.22,94.0,90,4,49.19,32.33,51.1,Night,Setup,11.83,High,Reduce Load
2025-07-01 18:05:00,MCH_1,OP_02,9.5,391.84,24.24,0.914,4.07,50.03,66.48,102,3,49.45,31.65,52.73,Day,Idle,9.57,Normal,Maintain
2025-07-01 18:10:00,MCH_1,OP_05,9.42,400.3,23.53,0.901,2.67,50.02,84.39,92,3,39.35,26.28,54.99,Day,Production,9.72,Normal,Maintain
2025-07-01 18:15:00,MCH_1,OP_01,9.56,403.46,23.69,0.921,2.36,50.12,80.68,103,4,56.92,34.45,52.58,Day,Production,7.62,Normal,Maintain
2025-07-01 18:20:00,MCH_1,OP_08,8.5,396.12,21.45,0.893,4.7,50.08,93.07,113,3,52.14,33.61,63.76,Day,Production,7.06,Normal,Maintain
2025-07-01 18:25:00,MCH_1,OP_04,9.27,405.15,22.89,0.941,2.95,49.92,89.8,112,4,49.84,29.36,50.29,Day,Setup,8.15,Normal,Maintain
2025-07-01 18:30:00,MCH_1,OP_04,9.46,400.94,23.61,0.919,3.75,50.09,62.86,99,4,32.5,32.25,63.2,Day,Setup,10.06,Normal,Maintain
2025-07-01 18:35:00,MCH_1,OP_03,9.39,396.15,23.71,0.916,3.84,50.13,72.49,94,2,46.85,32.74,48.21,Night,Idle,9.71,Normal,Maintain
2025-07-01 18:40:00,MCH_1,OP_07,9.16,388.7,23.57,0.945,4.98,50.0,60.86,105,4,58.81,33.63,63.99,Day,Idle,10.85,Normal,Maintain
2025-07-01 18:45:00,MCH_1,OP_01,10.01,396.94,25.21,0.915,2.06,49.91,79.14,102,3,39.95,29.76,62.33,Night,Maintenance,10.39,High,Reduce Load
2025-07-01 18:50:00,MCH_1,OP_09,9.55,404.62,23.59,0.948,2.99,49.98,82.67,112,4,34.29,32.05,63.45,Night,Maintenance,8.84,Normal,Maintain
2025-07-01 18:55:00,MCH_1,OP_10,9.84,387.48,25.41,0.959,4.59,50.05,61.23,105,3,50.25,31.28,68.32,Day,Setup,8.5,Normal,Maintain
2025-07-01 19:00:00,MCH_1,OP_07,9.49,398.49,23.8,0.882,2.84,49.81,86.3,94,2,49.84,28.99,41.34,Day,Production,9.8,Normal,Maintain
2025-07-01 19:05:00,MCH_1,OP_04,8.71,401.01,21.72,0.878,2.85,49.95,85.69,92,4,54.29,20.34,40.79,Night,Production,9.94,Normal,Maintain
2025-07-01 19:10:00,MCH_1,OP_10,10.89,394.82,27.58,0.946,2.28,50.06,60.59,97,3,56.93,21.29,49.38,Day,Idle,12.48,High,Reduce Load
2025-07-01 19:15:00,MCH_1,OP_01,9.5,402.68,23.59,0.885,2.7,50.0,88.59,101,2,54.13,24.69,42.73,Night,Idle,10.88,Normal,Maintain
2025-07-01 19:20:00,MCH_1,OP_02,10.07,399.89,25.17,0.916,2.55,50.01,67.72,104,3,59.24,27.99,59.35,Day,Idle,10.6,High,Reduce Load
2025-07-01 19:25:00,MCH_1,OP_02,10.31,396.32,26.03,0.929,4.83,49.98,67.62,89,4,52.73,21.8,62.07,Night,Production,8.26,High,Reduce Load
2025-07-01 19:30:00,MCH_1,OP_04,10.02,391.56,25.59,0.887,4.42,50.03,89.91,103,4,43.44,29.69,47.69,Day,Maintenance,8.62,High,Reduce Load
2025-07-01 19:35:00,MCH_1,OP_03,10.24,399.28,25.65,0.856,4.45,50.06,75.02,113,2,36.46,23.89,67.69,Day,Maintenance,10.42,High,Reduce Load
2025-07-01 19:40:00,MCH_1,OP_03,9.72,404.26,24.05,0.897,2.17,49.98,73.37,96,2,57.71,28.06,66.65,Day,Maintenance,10.73,Normal,Maintain
2025-07-01 19:45:00,MCH_1,OP_04,9.79,396.64,24.69,0.958,4.37,49.98,90.99,105,4,38.6,34.1,52.68,Night,Setup,8.58,Normal,Maintain
2025-07-01 19:50:00,MCH_1,OP_01,10.8,403.22,26.78,0.927,2.74,50.03,77.67,113,3,54.88,20.22,66.6,Day,Setup,11.8,High,Reduce Load
2025-07-01 19:55:00,MCH_1,OP_03,10.22,400.39,25.53,0.872,3.11,49.84,65.75,102,4,31.54,25.69,64.58,Day,Idle,12.1,High,Reduce Load
2025-07-01 00:00:00,MCH_2,OP_06,14.96,401.57,37.24,0.966,2.51,49.92,78.92,95,3,53.58,24.33,40.72,Day,Idle,16.23,High,Reduce Load
2025-07-01 00:05:00,MCH_2,OP_05,15.22,401.45,37.92,0.959,2.3,49.83,73.95,83,3,47.73,22.61,52.42,Night,Production,15.15,High,Reduce Load
2025-07-01 00:10:00,MCH_2,OP_10,14.17,398.49,35.57,0.947,2.63,50.1,62.76,93,2,44.29,31.79,53.69,Night,Maintenance,14.4,High,Reduce Load
2025-07-01 00:15:00,MCH_2,OP_05,14.89,395.75,37.63,0.974,3.69,50.2,92.7,118,3,46.16,23.94,46.59,Day,Production,13.74,High,Reduce Load
2025-07-01 00:20:00,MCH_2,OP_08,16.04,403.46,39.76,0.863,2.78,50.1,65.25,97,3,54.96,22.91,41.18,Night,Setup,16.96,High,Reduce Load
2025-07-01 00:25:00,MCH_2,OP_05,15.34,404.48,37.94,0.942,3.45,50.0,85.92,119,2,35.38,23.62,65.76,Night,Maintenance,15.09,High,Reduce Load
2025-07-01 00:30:00,MCH_2,OP_04,15.27,398.13,38.34,0.9,2.42,49.97,85.11,97,3,55.07,23.55,60.97,Day,Idle,14.82,High,Reduce Load
2025-07-01 00:35:00,MCH_2,OP_07,16.42,413.85,39.68,0.959,2.24,49.82,67.76,83,3,58.93,25.48,69.51,Night,Maintenance,17.55,High,Reduce Load
2025-07-01 00:40:00,MCH_2,OP_02,16.14,402.27,40.11,0.945,2.27,50.04,85.4,109,3,36.74,23.72,59.86,Night,Maintenance,17.73,High,Reduce Load
2025-07-01 00:45:00,MCH_2,OP_05,15.05,404.24,37.23,0.872,2.1,50.01,88.28,88,2,52.6,21.04,55.63,Night,Idle,13.74,High,Reduce Load
2025-07-01 00:50:00,MCH_2,OP_03,14.67,405.48,36.18,0.891,4.04,49.8,87.97,115,4,58.42,27.69,45.86,Day,Production,13.56,High,Reduce Load
2025-07-01 00:55:00,MCH_2,OP_10,16.12,403.0,40.01,0.941,3.41,49.81,71.09,102,4,59.28,33.51,55.69,Night,Maintenance,17.37,High,Reduce Load
2025-07-01 01:00:00,MCH_2,OP_07,17.06,400.66,42.57,0.926,2.24,50.07,94.48,100,3,30.69,33.6,44.85,Day,Maintenance,16.3,High,Reduce Load
2025-07-01 01:05:00,MCH_2,OP_06,15.85,408.3,38.81,0.975,2.84,49.91,74.97,92,3,32.23,25.02,65.8,Night,Idle,16.92,High,Reduce Load
2025-07-01 01:10:00,MCH_2,OP_08,16.53,404.9,40.82,0.874,4.78,50.26,74.56,112,2,52.6,29.5,65.22,Night,Production,15.91,High,Reduce Load
2025-07-01 01:15:00,MCH_2,OP_04,14.8,402.68,36.75,0.938,3.31,49.88,87.27,124,3,50.16,32.87,51.87,Day,Maintenance,15.04,High,Reduce Load
2025-07-01 01:20:00,MCH_2,OP_04,16.64,400.77,41.52,0.854,2.93,49.97,86.83,105,3,35.89,34.71,68.73,Night,Maintenance,15.83,High,Reduce Load
2025-07-01 01:25:00,MCH_2,OP_04,16.63,402.95,41.27,0.882,3.21,49.96,80.66,108,4,50.58,20.19,48.55,Night,Maintenance,18.25,High,Reduce Load
2025-07-01 01:30:00,MCH_2,OP_04,15.9,399.04,39.83,0.881,3.01,50.05,94.01,81,3,36.17,21.57,68.1,Night,Production,15.71,High,Reduce Load
2025-07-01 01:35:00,MCH_2,OP_05,15.74,404.1,38.96,0.881,4.78,50.05,65.09,79,2,47.9,32.52,59.97,Night,Production,16.39,High,Reduce Load
2025-07-01 01:40:00,MCH_2,OP_02,15.98,401.99,39.75,0.857,4.75,49.87,90.84,96,4,47.07,34.19,65.76,Night,Idle,14.82,High,Reduce Load
2025-07-01 01:45:00,MCH_2,OP_03,15.8,409.4,38.6,0.869,3.23,49.97,62.42,100,2,57.16,25.48,60.38,Night,Setup,13.86,High,Reduce Load
2025-07-01 01:50:00,MCH_2,OP_09,17.21,403.63,42.63,0.932,2.63,50.09,62.49,101,3,50.75,25.07,43.46,Night,Maintenance,17.51,High,Reduce Load
2025-07-01 01:55:00,MCH_2,OP_01,17.1,402.75,42.46,0.949,3.13,49.92,73.36,83,3,30.32,28.7,50.33,Day,Idle,18.23,High,Reduce Load
2025-07-01 02:00:00,MCH_2,OP_01,14.98,400.81,37.37,0.957,3.01,49.96,87.38,96,2,53.22,30.64,43.96,Night,Production,13.51,High,Reduce Load
2025-07-01 02:05:00,MCH_2,OP_02,15.53,407.05,38.16,0.895,4.79,50.05,73.86,81,4,35.56,32.7,46.95,Day,Idle,18.0,High,Reduce Load
2025-07-01 02:10:00,MCH_2,OP_02,16.66,406.31,41.01,0.861,3.77,49.9,77.47,109,2,33.22,34.81,48.8,Night,Maintenance,16.07,High,Reduce Load
2025-07-01 02:15:00,MCH_2,OP_04,16.14,396.64,40.68,0.93,2.56,50.05,77.68,104,2,34.2,34.39,68.73,Night,Production,16.53,High,Reduce Load
2025-07-01 02:20:00,MCH_2,OP_03,16.21,407.35,39.78,0.922,4.82,50.0,81.24,82,4,31.2,20.84,41.99,Night,Setup,17.42,High,Reduce Load
2025-07-01 02:25:00,MCH_2,OP_07,17.04,395.7,43.06,0.854,4.78,50.16,70.36,98,2,31.67,23.08,49.95,Day,Maintenance,17.72,High,Reduce Load
2025-07-01 02:30:00,MCH_2,OP_07,16.51,397.66,41.51,0.935,2.85,49.91,94.68,108,4,35.63,31.21,44.66,Day,Idle,16.21,High,Reduce Load
2025-07-01 02:35:00,MCH_2,OP_09,16.02,401.09,39.93,0.878,3.58,49.94,93.64,94,3,33.01,29.02,61.59,Day,Setup,15.66,High,Reduce Load
2025-07-01 02:40:00,MCH_2,OP_06,17.21,411.84,41.78,0.943,3.73,49.89,90.13,105,2,45.92,30.25,60.39,Day,Production,16.52,High,Reduce Load
2025-07-01 02:45:00,MCH_2,OP_07,17.82,400.66,44.48,0.937,2.88,50.02,82.25,97,2,38.17,30.84,46.24,Night,Production,18.71,High,Reduce Load
2025-07-01 02:50:00,MCH_2,OP_02,17.65,402.42,43.87,0.883,3.41,49.98,82.25,104,3,42.33,28.79,46.23,Day,Maintenance,17.72,High,Reduce Load
2025-07-01 02:55:00,MCH_2,OP_06,18.05,390.82,46.19,0.92,2.82,50.0,83.7,100,3,33.59,32.85,69.74,Night,Setup,18.1,High,Reduce Load
2025-07-01 03:00:00,MCH_2,OP_10,17.07,396.94,42.99,0.9,4.17,50.2,93.04,86,2,53.8,24.91,54.37,Day,Production,16.44,High,Reduce Load
2025-07-01 03:05:00,MCH_2,OP_04,16.58,403.2,41.12,0.932,4.04,50.11,92.24,111,4,39.31,22.51,60.63,Night,Production,15.29,High,Reduce Load
2025-07-01 03:10:00,MCH_2,OP_07,17.98,399.46,45.0,0.894,2.55,49.89,73.71,116,2,33.26,26.7,41.11,Night,Maintenance,17.45,High,Reduce Load
2025-07-01 03:15:00,MCH_2,OP_07,17.22,394.38,43.68,0.871,3.72,50.15,84.13,111,2,48.35,24.47,59.94,Night,Maintenance,17.16,High,Reduce Load
2025-07-01 03:20:00,MCH_2,OP_08,16.96,400.1,42.39,0.966,2.32,49.91,61.55,119,2,57.94,27.05,64.54,Day,Setup,16.78,High,Reduce Load
2025-07-01 03:25:00,MCH_2,OP_04,17.42,402.83,43.25,0.94,4.81,49.92,61.88,76,3,30.48,29.45,64.49,Day,Production,15.25,High,Reduce Load
2025-07-01 03:30:00,MCH_2,OP_01,16.98,393.65,43.13,0.891,4.94,50.01,81.87,93,4,44.76,20.23,48.02,Night,Setup,18.52,High,Reduce Load
2025-07-01 03:35:00,MCH_2,OP_06,18.8,405.87,46.32,0.919,4.82,50.01,82.85,98,3,53.01,25.1,41.73,Day,Maintenance,18.41,High,Reduce Load
2025-07-01 03:40:00,MCH_2,OP_08,17.25,399.85,43.13,0.953,3.29,49.95,82.89,109,4,43.33,25.34,48.33,Day,Idle,17.62,High,Reduce Load
2025-07-01 03:45:00,MCH_2,OP_06,16.84,408.08,41.26,0.929,4.94,50.06,71.33,78,3,41.01,32.38,58.84,Day,Idle,16.76,High,Reduce Load
2025-07-01 03:50:00,MCH_2,OP_07,17.65,396.95,44.46,0.966,2.32,50.08,77.55,102,4,48.07,25.47,54.37,Day,Setup,18.27,High,Reduce Load
2025-07-01 03:55:00,MCH_2,OP_01,17.0,409.71,41.5,0.92,4.61,49.74,67.48,86,4,52.89,33.92,49.6,Night,Setup,16.16,High,Reduce Load
2025-07-01 04:00:00,MCH_2,OP_01,18.51,394.98,46.87,0.972,2.51,49.95,63.95,100,2,30.71,25.72,69.95,Night,Production,18.54,High,Reduce Load
2025-07-01 04:05:00,MCH_2,OP_08,17.13,400.71,42.75,0.888,4.19,49.94,94.68,86,4,56.61,27.85,62.38,Day,Production,16.49,High,Reduce Load
2025-07-01 04:10:00,MCH_2,OP_01,17.15,393.17,43.62,0.867,2.68,49.98,90.14,89,2,46.37,30.47,61.11,Night,Maintenance,18.14,High,Reduce Load
2025-07-01 04:15:00,MCH_2,OP_10,18.29,397.28,46.04,0.935,2.61,50.1,82.63,97,4,36.69,26.72,44.22,Day,Idle,19.56,High,Reduce Load
2025-07-01 04:20:00,MCH_2,OP_04,19.79,393.47,50.3,0.855,4.68,49.99,94.4,102,4,52.5,22.15,53.3,Day,Setup,20.34,High,Reduce Load
2025-07-01 04:25:00,MCH_2,OP_02,18.02,398.7,45.19,0.918,4.49,49.86,73.49,102,2,44.98,32.95,40.39,Night,Idle,17.21,High,Reduce Load
2025-07-01 04:30:00,MCH_2,OP_05,18.89,403.46,46.83,0.871,4.2,49.81,68.56,104,3,49.7,32.07,53.04,Day,Setup,18.72,High,Reduce Load
2025-07-01 04:35:00,MCH_2,OP_06,19.12,396.37,48.23,0.907,4.73,50.0,63.7,121,3,39.87,25.57,60.09,Night,Maintenance,18.67,High,Reduce Load
2025-07-01 04:40:00,MCH_2,OP_10,17.49,399.19,43.81,0.923,3.55,50.11,76.46,93,2,34.22,34.96,61.23,Night,Production,17.83,High,Reduce Load
2025-07-01 04:45:00,MCH_2,OP_01,18.47,407.34,45.34,0.952,2.35,50.03,94.32,88,4,38.17,31.37,60.48,Day,Idle,18.49,High,Reduce Load
2025-07-01 04:50:00,MCH_2,OP_08,17.7,398.56,44.42,0.98,2.11,49.85,61.67,91,4,47.03,34.8,42.22,Day,Idle,17.32,High,Reduce Load
2025-07-01 04:55:00,MCH_2,OP_07,17.85,402.61,44.32,0.864,4.71,50.14,74.17,104,3,53.25,24.65,45.01,Day,Production,16.75,High,Reduce Load
2025-07-01 05:00:00,MCH_2,OP_08,18.78,401.65,46.76,0.965,4.95,50.0,64.4,113,4,35.78,22.29,50.32,Day,Idle,19.33,High,Reduce Load
2025-07-01 05:05:00,MCH_2,OP_07,17.86,392.61,45.5,0.96,4.9,49.99,77.57,95,2,50.36,24.52,52.36,Night,Idle,19.33,High,Reduce Load
2025-07-01 05:10:00,MCH_2,OP_08,19.39,402.89,48.12,0.868,2.46,49.9,68.5,98,2,38.73,22.63,62.49,Night,Production,19.36,High,Reduce Load
2025-07-01 05:15:00,MCH_2,OP_09,18.9,395.8,47.76,0.935,3.66,49.88,69.56,108,2,59.45,20.86,45.63,Day,Setup,18.6,High,Reduce Load
2025-07-01 05:20:00,MCH_2,OP_01,17.89,389.96,45.89,0.929,3.32,49.86,94.22,101,2,30.31,31.19,54.61,Night,Production,17.49,High,Reduce Load
2025-07-01 05:25:00,MCH_2,OP_08,18.01,410.02,43.92,0.889,3.51,50.08,67.88,97,3,54.44,22.54,57.96,Night,Idle,18.45,High,Reduce Load
2025-07-01 05:30:00,MCH_2,OP_02,18.81,395.53,47.55,0.908,2.03,49.78,65.94,93,2,32.99,21.11,67.06,Day,Maintenance,17.8,High,Reduce Load
2025-07-01 05:35:00,MCH_2,OP_05,17.49,407.63,42.91,0.895,4.53,49.73,81.68,104,4,33.03,33.32,48.61,Day,Setup,18.22,High,Reduce Load
2025-07-01 05:40:00,MCH_2,OP_09,17.15,393.27,43.6,0.972,2.58,50.38,88.43,95,3,59.73,27.86,64.04,Night,Setup,17.47,High,Reduce Load
2025-07-01 05:45:00,MCH_2,OP_02,17.03,396.72,42.91,0.914,2.84,50.06,74.39,110,4,43.14,23.92,51.09,Night,Maintenance,17.22,High,Reduce Load
2025-07-01 05:50:00,MCH_2,OP_07,19.27,393.21,49.0,0.871,4.47,50.15,74.57,100,4,31.76,21.78,47.25,Night,Idle,17.9,High,Reduce Load
2025-07-01 05:55:00,MCH_2,OP_10,18.4,399.64,46.05,0.98,2.37,49.96,90.97,97,2,43.47,32.93,53.61,Night,Production,18.66,High,Reduce Load
